Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram (GB);Memory;Gpu;OpSys;Weight;Price_euros;Total Sales per Day (euros)
HP;EliteBook 1040;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,43;1500;1500
HP;250 G5;Notebook;15,6;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;1TB HDD;Intel HD Graphics 405;Windows 10;1,96;500;1500
Dell;Inspiron 7577;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,65;1499;1499
HP;Spectre x360;2 in 1 Convertible;13,3;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,29;1499;1499
Lenovo;Legion Y720-15IKB;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3,2;1499;1499
Lenovo;ThinkPad T460;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1,7;1499;1499
Dell;Inspiron 5570;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;256GB SSD;AMD Radeon 530;Windows 10;2,2;749;1498
Lenovo;IdeaPad 320-15ISK;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2,2;499;1497
HP;15-bs005nv (i3-6006U/4GB/1TB;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;128GB SSD +  1TB HDD;AMD Radeon 520;Windows 10;2,1;499;1497
HP;250 G5;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;No OS;1,96;499;1497
Toshiba;Satellite Pro;Notebook;15,6;1366x768;Intel Core i3 6100U 2.1GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2,1;498;1494
MSI;GP72VR Leopard;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,7;1486,77;1486,77
HP;Chromebook X360;2 in 1 Convertible;11,6;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;8;64GB Flash Storage;Intel HD Graphics 500;Chrome OS;1,4;495;1485
Dell;Latitude E5470;Notebook;14;1366x768;Intel Core i3 6100U 2.3GHz;8;128GB SSD;Intel HD Graphics 520;Windows 10;1,79;740;1480
Lenovo;V110-15ISK (i5-6200U/4GB/128GB/W10);Notebook;15,6;1366x768;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;2,1;493;1479
Lenovo;V330-15IKB (i5-8250U/8GB/256GB/FHD/W10);Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;2,05;739;1478
Asus;TP501UA-CJ131T (i5-7200U/8GB/1TB/W10);2 in 1 Convertible;15,6;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2,2;739;1478
Dell;Vostro 5568;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;8;256GB SSD;AMD Radeon R5 M420X;Windows 10;2;739;1478
Dell;XPS 13;Ultrabook;13,3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,29;1477;1477
Lenovo;IdeaPad 320-15ISK;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;No OS;2,2;369;1476
Lenovo;Thinkpad T470p;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Intel HD Graphics 630;Windows 10;1,7;1474;1474
Dell;Vostro 3559;Notebook;15,6;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 7;2,24;737;1474
Dell;Latitude 7280;Ultrabook;12,5;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics;Windows 10;1,36;1472,2;1472,2
Dell;Vostro 5468;Notebook;14;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1,6;735,87;1471,74
Dell;Inspiron 3576;Notebook;15,6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;AMD Radeon 520;Linux;2,14;735,07;1470,14
Lenovo;Thinkpad 13;Notebook;13,3;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;180GB SSD;Intel HD Graphics 620;Windows 10;1,44;735;1470
Lenovo;V310-15IKB (i5-7200U/4GB/1TB/No;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;No OS;1,9;489,9;1469,7
Lenovo;V110-15ISK (i3-6006U/4GB/500GB/W10);Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2,1;489,9;1469,7
HP;17-BS037cl (i3-6006U/8GB/1TB/W10);Notebook;17,3;1600x900;Intel Core i3 6006U 2GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2,54;489;1467
Lenovo;IdeaPad 110-17ACL;Notebook;17,3;1600x900;AMD A8-Series 7410 2.2GHz;4;128GB SSD;AMD Radeon R5;Windows 10;2,6;489;1467
Dell;Latitude 3580;Notebook;15,6;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1,95;729,9;1459,8
Asus;ZenBook UX305CA-UBM1;Ultrabook;13,3;IPS Panel Full HD 1920x1080;Intel Core M 6Y30 0.9GHz;8;512GB SSD;Intel HD Graphics 515;Windows 10;1,2;729;1458
Dell;Inspiron 3576;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;AMD Radeon 520;Windows 10;2,13;728;1456
Acer;TravelMate B;Notebook;11,6;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;128GB Flash Storage;Intel HD Graphics 405;Windows 10;1,4;485;1455
Dell;Vostro 5568;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Linux;1,98;726;1452
Asus;X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce;Notebook;15,6;1366x768;Intel Core i7 6500U 2.5GHz;4;500GB HDD;Nvidia GeForce 920M;Windows 10;2,2;720,32;1440,64
Lenovo;IdeaPad 320-17IKB;Notebook;17,3;1600x900;Intel Core i5 7200U 2.5GHz;6;128GB SSD +  1TB HDD;Nvidia GeForce GTX 940MX;Windows 10;2,8;719;1438
HP;ProBook 430;Notebook;13,3;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1,49;719;1438
Dell;Vostro 3568;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;2,18;713,99;1427,98
HP;ProBook 650;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7820HQ 2.9GHz;8;256GB SSD;Intel HD Graphics 630;Windows 10;2,31;1427;1427
Lenovo;IdeaPad 510-15IKB;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 940MX;No OS;2,2;709;1418
Asus;X751NV-TY001 (N4200/4GB/1TB/GeForce;Notebook;17,3;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Nvidia GeForce 920MX;Windows 10;2,8;470,34;1411,02
HP;ProBook 450;Notebook;15,6;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;2,1;705,5;1411
Acer;Aspire 5;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Nvidia GeForce GTX 940MX;Windows 10;2,2;469;1407
Lenovo;IdeaPad 320-15IKBN;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;No OS;2,2;468;1404
Lenovo;320-15ISK (i3-6006U/4GB/1TB/GeForce;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;Nvidia GeForce 920MX ;Windows 10;2,2;468;1404
Toshiba;Tecra A50-C-21G;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16;512GB SSD;Nvidia GeForce 930M;Windows 10;2,4;1403;1403
HP;Envy x360;2 in 1 Convertible;13,3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16;256GB SSD;Intel HD Graphics 620;Windows 10;1,42;1399;1399
HP;Spectre x360;2 in 1 Convertible;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,26;1398,99;1398,99
HP;Pavilion 15-CK000nv;Ultrabook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Nvidia GeForce GTX 940MX;Windows 10;1,83;699;1398
Asus;FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon;Gaming;15,6;Full HD 1920x1080;AMD FX 9830P 3GHz;8;1TB HDD;AMD Radeon RX 560;Windows 10;2,45;699;1398
HP;Envy 13-AD007nv;Notebook;13,3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1,32;699;1398
HP;Pavilion X360;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Nvidia GeForce 940MX;Windows 10;1,63;699;1398
Lenovo;IdeaPad 520s-14IKB;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1,7;699;1398
Lenovo;IdeaPad 310-15IKB;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6;256GB SSD;Nvidia GeForce 920MX;Windows 10;2,4;695;1390
Acer;Aspire 5;Notebook;15,6;IPS Panel 1366x768;Intel Core i5 8250U 1.6GHz;12;1TB HDD;Nvidia GeForce MX130;Windows 10;2,2;693,99;1387,98
HP;250 G6;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,86;690;1380
Acer;Aspire R7;2 in 1 Convertible;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,6;689;1378
Dell;Latitude 3380;Notebook;13,3;1366x768;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1,65;689;1378
HP;15-bs011nv (i7-7500U/4GB/500GB/Radeon;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;500GB HDD;AMD Radeon 530;Windows 10;2,1;689;1378
Dell;Inspiron 3567;Notebook;15,6;1366x768;Intel Core i3 7100U 2.4GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2,3;459;1377
Lenovo;IdeaPad 320-15ISK;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;8;2TB HDD;Nvidia GeForce 920MX ;No OS;2,2;459;1377
Dell;Inspiron 3567;Notebook;15,6;1366x768;Intel Core i3 7100U 2.4GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2,3;459;1377
Asus;VivoBook Flip;2 in 1 Convertible;11,6;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;2;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1,1;275;1375
Lenovo;V330-15IKB (i5-8250U/4GB/500GB/FHD/W10);Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2,05;685;1370
Lenovo;IdeaPad 310-15IKB;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 920MX;No OS;2,2;685;1370
Dell;Vostro 3568;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;1TB HDD;AMD Radeon R5 M420;Windows 10;2,18;684,99;1369,98
Asus;Rog GL753VD-GC082T;Gaming;17,3;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;12;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,2;1369,9;1369,9
Dell;Precision 3510;Workstation;15,6;Full HD 1920x1080;Intel Core i5 6440HQ 2.6GHz;8;500GB HDD;AMD FirePro W5130M;Windows 10;2,23;1369;1369
HP;Probook 440;Notebook;14;1366x768;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1,64;684;1368
Toshiba;Portege Z30-C-16L;Ultrabook;13,3;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,2;1363;1363
HP;250 G5;Notebook;15,6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,96;679;1358
Dell;Inspiron 3576;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;AMD Radeon 520;Linux;2,2;677,35;1354,7
Acer;Aspire 3;Notebook;15,6;1366x768;AMD A9-Series 9420 3GHz;4;256GB SSD;AMD Radeon R5;Windows 10;2,1;451;1353
HP;ProBook 430;Notebook;13,3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel UHD Graphics 620;Windows 10;1,49;675;1350
Asus;VivoBook Pro;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;1,99;1350;1350
Huawei;MateBook X;Ultrabook;13;IPS Panel Full HD 2160x1440;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,05;1349;1349
HP;EliteBook 850;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;AMD Radeon R7 M465;Windows 10;1,84;1349;1349
Lenovo;ThinkPad T560;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;2,3;1349;1349
HP;Spectre 13-V111dx;Ultrabook;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,11;1349;1349
Lenovo;ThinkPad T470;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,65;1345;1345
Asus;Rog GL552VW-CN470T;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2,59;1339;1339
Lenovo;IdeaPad 510-15ISK;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;1TB HDD;Nvidia GeForce 940MX;Windows 10;2,2;669;1338
Dell;Inspiron 3552;Notebook;15,6;1366x768;Intel Pentium Quad Core N3700 1.6GHz;4;500GB HDD;Intel HD Graphics;Windows 10;2,2;443,99;1331,97
HP;Envy 13-AB002nv;Ultrabook;13,3;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1,34;1323;1323
Acer;Chromebook 14;Notebook;14;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1,68;330;1320
Lenovo;IdeaPad 320-15IKB;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 940MX;No OS;2,2;659,01;1318,02
HP;15-BS101nv (i7-8550U/8GB/256GB/FHD/W10);Ultrabook;15,6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,91;659;1318
HP;Pavilion 14-BK001nv;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6;256GB SSD;Nvidia GeForce 940MX;Windows 10;1,58;659;1318
Acer;SP315-51 (i7-7500U/12GB/1TB/FHD/W10);Notebook;15,6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;1TB HDD;Intel HD Graphics 620;Windows 10;2,15;659;1318
Acer;Aspire 5;Notebook;15,6;1366x768;AMD A12-Series 9720P 2.7GHz;8;256GB SSD;AMD Radeon RX 540;Windows 10;2,2;659;1318
Dell;Insprion 5767;Notebook;17,3;1600x900;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R7 M445;Windows 10;2,36;659;1318
Samsung;Chromebook Plus;2 in 1 Convertible;12,3;IPS Panel Touchscreen 2400x1600;Samsung Cortex A72&A53 2.0GHz;4;32GB Flash Storage;ARM Mali T860 MP4;Chrome OS;1,15;659;1318
HP;15-bs002nv (i3-6006U/4GB/128GB/FHD/W10);Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1,91;439;1317
Dell;Inspiron 3567;Notebook;15,6;Touchscreen 1366x768;Intel Core i3 7100U 2.4GHz;6;1TB HDD;Intel HD Graphics 620;Windows 10;2,3;439;1317
Dell;Vostro 3568;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;2,18;657;1314
HP;17-ak002nv (A10-9620P/6GB/2TB/Radeon;Notebook;17,3;IPS Panel Full HD 1920x1080;AMD A10-Series 9620P 2.5GHz;6;2TB HDD;AMD Radeon 530;Windows 10;2,71;655,01;1310,02
Acer;Aspire 5;Notebook;17,3;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4;1TB HDD;Nvidia GeForce MX130;Windows 10;3;655;1310
HP;Elitebook 850;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,84;1304;1304
HP;15-BW091ND (A9-9420/6GB/1TB;Notebook;15,6;Full HD 1920x1080;AMD A9-Series A9-9420 3GHz;6;128GB SSD +  1TB HDD;AMD Radeon 520;Windows 10;2,1;650;1300
Dell;Inspiron 5770;Notebook;17,3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;256GB SSD +  2TB HDD;AMD Radeon 530;Windows 10;2,8;1299;1299
Lenovo;Legion Y720-15IKB;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3,2;1299;1299
Asus;ZenBook Pro;Notebook;15,6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;12;128GB SSD +  1TB HDD;Intel HD Graphics 530;Windows 10;2,06;1299;1299
Acer;Aspire VX5-591G;Gaming;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;16;256GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2,5;1299;1299
Lenovo;Yoga 700-11ISK;2 in 1 Convertible;11,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core M m7-6Y75 1.2GHz;8;256GB SSD;Intel HD Graphics 515;Windows 10;1,1;1299;1299
Dell;Latitude 5590;Ultrabook;15,6;Full HD 1920x1080;Intel Core i7 8650U 1.9GHz;8;256GB SSD +  256GB SSD;Intel UHD Graphics 620;Windows 10;1,88;1298;1298
HP;15-cd005nv (A9-9420/6GB/256GB/Radeon;Notebook;15,6;IPS Panel Full HD 1920x1080;AMD A9-Series A9-9420 3GHz;6;256GB SSD;AMD Radeon 530;Windows 10;1,95;649;1298
Dell;Inspiron 3567;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;12;1TB HDD;Intel HD Graphics 620;Windows 10;2,25;649;1298
Dell;Inspiron 5368;Notebook;13,3;Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;1,62;649;1298
Fujitsu;LifeBook A556;Notebook;15,6;1366x768;Intel Core i5 6200U 2.3GHz;4;256GB SSD;Intel HD Graphics 520;Windows 10;2,3;649;1298
Lenovo;Yoga Book;2 in 1 Convertible;10,1;IPS Panel Touchscreen 1920x1200;Intel Atom x5-Z8550 1.44GHz;4;64GB Flash Storage;Intel HD Graphics 400;Windows 10;0,69;646,27;1292,54
Dell;Inspiron 5579;2 in 1 Convertible;15,6;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows 10;2;1285;1285
Dell;Inspiron 3567;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;AMD Radeon R5 M430;Windows 10;2,3;639;1278
Acer;Aspire A515-51G;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;500GB HDD;Nvidia GeForce 940MX;Windows 10;2,2;639;1278
Dell;Inspiron 5567;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R7 M445;Windows 10;2,36;638,8;1277,6
Lenovo;Yoga 500-14ISK;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1,8;638;1276
Google;Pixelbook (Core;Ultrabook;12,3;Touchscreen 2400x1600;Intel Core i5 7Y57 1.2GHz;8;128GB SSD;Intel HD Graphics 615;Chrome OS;1,1;1275;1275
HP;Probook 470;Notebook;17,3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Nvidia GeForce 930MX ;Windows 10;2,5;1271;1271
HP;Probook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1,95;1265;1265
Lenovo;IdeaPad 320-15IKBN;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 940MX;No OS;2,2;629;1258
HP;15-bs078cl (i7-7500U/8GB/2TB/W10);Notebook;15,6;1366x768;Intel Core i7 7500U 2.7GHz;8;2TB HDD;Intel HD Graphics 620;Windows 10;2,04;629;1258
Lenovo;IdeaPad 310-15ISK;Notebook;15,6;1366x768;Intel Core i7 6500U 2.5GHz;8;500GB HDD;Nvidia GeForce 920MX;No OS;2,2;629;1258
HP;Omen 15-ce007nv;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,62;1249;1249
HP;EliteBook 820;Ultrabook;12,5;1366x768;Intel Core i5 6200U 2.3GHz;4;256GB SSD;Intel HD Graphics 520;Windows 10;1,26;1244;1244
HP;15-BS103nv (i5-8250U/6GB/256GB/Radeon;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;6;256GB SSD;AMD Radeon 520;Windows 10;1,91;619;1238
HP;15-BS026nv (i5-7200U/8GB/256GB/Radeon;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;AMD Radeon 520;Windows 10;1,91;618,99;1237,98
Acer;Aspire E5-576G;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Nvidia GeForce 940MX;Windows 10;2,23;616;1232
HP;Chromebook 13;Notebook;13,3;Quad HD+ 3200x1800;Intel Pentium Dual Core 4405Y 1.5GHz;4;32GB Flash Storage;Intel HD Graphics 515;Chrome OS;1,29;615;1230
Dell;Vostro 3568;Notebook;15,6;1366x768;Intel Core i3 6006U 2.0GHz;4;1TB HDD;AMD Radeon R5 M420X;Windows 10;2,18;614;1228
Lenovo;IdeaPad 320-15ISK;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2,2;409;1227
HP;250 G6;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;AMD Radeon 520;Windows 10;1,86;612,61;1225,22
Lenovo;Ideapad 320-15IKBR;Notebook;15,6;Touchscreen 1366x768;Intel Core i7 8550U 1.8GHz;12;1TB HDD;Intel HD Graphics 620;Windows 10;2,2;609;1218
Lenovo;IdeaPad 310-15IKB;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Nvidia GeForce 920M;Windows 10;2,4;609;1218
Toshiba;Satellite Pro;Notebook;15,6;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2,1;602;1204
Acer;Aspire 3;Notebook;15,6;1366x768;AMD A9-Series 9420 3GHz;4;500GB HDD;AMD Radeon R5;Windows 10;2,1;400;1200
HP;ProBook 470;Notebook;17,3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;2,63;1200;1200
MSI;GL62M 7RD;Gaming;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2,4;1199;1199
MSI;GP62M Leopard;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,2;1199;1199
Dell;Inspiron 7567;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050Ti;Windows 10;2,62;1199;1199
Lenovo;IdeaPad 520S-14IKB;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;No OS;1,7;599;1198
Lenovo;IdeaPad 320s-14IKB;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1,7;599;1198
Lenovo;B51-80 (i5-6200U/8GB/1TB/Radeon;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;1TB HDD;AMD Radeon R5 M330;No OS;2,32;599;1198
HP;250 G6;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,96;598,99;1197,98
Dell;Inspiron 3567;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;AMD Radeon R5 M430;Linux;2,3;598,9;1197,8
Lenovo;IdeaPad 320-15AST;Notebook;15,6;Full HD 1920x1080;AMD A6-Series 9220 2.5GHz;4;128GB SSD;AMD R4 Graphics;Windows 10;2,2;399;1197
HP;Probook 430;Notebook;13,3;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;512GB SSD;Intel UHD Graphics 620;Windows 10;1,49;1197;1197
